,金刚石负荷功率,玄武岩负荷功率,单位
1247,389.33,225,kW
1248,389.33,225,kW
1249,389.33,225,kW
1250,389.33,225,kW
1251,389.33,225,kW
1252,389.66,225,kW
1253,389.33,225,kW
1254,389.33,225,kW
1255,389.33,225,kW
1256,394.89,225,kW
1257,394.89,225,kW
1258,394.89,225,kW
1259,394.89,225,kW
1260,394.89,225,kW
1261,394.89,225,kW
1262,394.89,225,kW
1263,394.89,225,kW
1264,394.89,225,kW
1265,394.89,225,kW
1266,389.33,225,kW
1267,389.33,225,kW
1268,389.33,225,kW
1269,389.33,225,kW
1270,389.33,225,kW
1271,389.33,225,kW
1272,388.54,225,kW
1273,386.97,225,kW
1274,385.39,225,kW
1275,383.82,225,kW
1276,382.25,225,kW
1277,380.67,225,kW
1278,379.43,225,kW
1279,377.53,225,kW
1280,381.52,225,kW
1281,379.94,225,kW
1282,378.37,225,kW
1283,376.8,225,kW
1284,375.22,225,kW
1285,373.65,225,kW
1286,372.08,225,kW
1287,370.5,225,kW
1288,368.93,225,kW
1289,367.36,225,kW
1290,360.22,225,kW
1291,358.65,225,kW
1292,357.08,225,kW
1293,355.5,225,kW
1294,353.93,225,kW
1295,352.36,225,kW
1296,350.78,225,kW
1297,349.21,225,kW
1298,347.64,225,kW
1299,346.06,225,kW
1300,344.49,225,kW
1301,342.92,225,kW
1302,341.34,225,kW
1303,339.77,225,kW
1304,343.76,225,kW
1305,342.52,225,kW
1306,340.61,225,kW
1307,339.04,225,kW
1308,337.47,225,kW
1309,335.89,225,kW
1310,334.32,225,kW
1311,332.75,225,kW
1312,331.17,225,kW
1313,329.6,225,kW
1314,322.46,225,kW
1315,320.89,225,kW
1316,319.32,225,kW
1317,317.75,225,kW
1318,316.17,225,kW
1319,314.6,225,kW
1320,313.03,225,kW
1321,311.45,225,kW
1322,309.88,225,kW
1323,308.31,225,kW
1324,306.73,225,kW
1325,305.16,225,kW
1326,303.59,225,kW
1327,302.01,225,kW
1328,306,225,kW
1329,304.43,225,kW
1330,302.86,225,kW
1331,301.28,225,kW
1332,300.04,225,kW
1333,298.14,225,kW
1334,296.56,225,kW
1335,294.99,225,kW
1336,293.42,225,kW
1337,291.84,225,kW
1338,284.71,225,kW
1339,283.13,225,kW
1340,281.56,225,kW
1341,279.99,225,kW
1342,292.97,225,kW
1343,320.5,225,kW
1344,348.03,225,kW
1345,375.56,225,kW
1346,373.38,225,kW
1347,341.49,225,kW
1348,309.61,225,kW
1349,277.72,225,kW
1350,245.83,225,kW
1351,213.94,225,kW
1352,94.55,225,kW
1353,203.56,225,kW
1354,226.64,225,kW
1355,272.81,225,kW
1356,295.89,225,kW
1357,295.89,225,kW
1358,295.89,225,kW
1359,295.89,225,kW
1360,345.39,225,kW
1361,394.89,225,kW
1362,389.33,225,kW
1363,389.33,225,kW
1364,389.33,225,kW
1365,389.33,225,kW
1366,389.33,225,kW
1367,389.33,225,kW
1368,389.33,225,kW
1369,389.33,225,kW
1370,389.33,225,kW
1371,389.33,225,kW
1372,389.33,225,kW
1373,389.66,225,kW
1374,389.33,225,kW
1375,389.33,225,kW
1376,394.89,225,kW
1377,394.89,225,kW
1378,394.89,225,kW
1379,394.89,225,kW
1380,394.89,225,kW
1381,394.89,225,kW
1382,394.89,225,kW
1383,394.89,225,kW
1384,394.89,225,kW
1385,394.89,225,kW
1386,389.33,225,kW
1387,389.33,225,kW
1388,389.33,225,kW
1389,389.33,225,kW
1390,389.33,225,kW
1391,389.33,225,kW
1392,389.33,225,kW
1393,389.33,225,kW
1394,389.33,225,kW
1395,389.33,225,kW
1396,389.33,225,kW
1397,389.33,225,kW
1398,389.33,225,kW
1399,389.66,225,kW
1400,394.89,225,kW
1401,394.89,225,kW
1402,394.89,225,kW
1403,394.89,225,kW
1404,394.89,225,kW
1405,394.89,225,kW
1406,394.89,225,kW
1407,394.89,225,kW
1408,394.89,225,kW
1409,394.89,225,kW
1410,389.33,225,kW
1411,389.33,225,kW
1412,389.33,225,kW
1413,389.33,225,kW
1414,389.33,225,kW
1415,389.33,225,kW
1416,389.33,225,kW
1417,389.33,225,kW
1418,389.33,225,kW
1419,389.33,225,kW
1420,389.33,225,kW
1421,389.33,225,kW
1422,389.33,225,kW
1423,389.33,225,kW
1424,394.89,225,kW
1425,394.89,225,kW
1426,395.22,225,kW
1427,394.89,225,kW
1428,394.89,225,kW
1429,394.89,225,kW
1430,394.89,225,kW
1431,394.89,225,kW
1432,394.89,225,kW
1433,394.89,225,kW
1434,389.33,225,kW
1435,389.33,225,kW
1436,389.33,225,kW
1437,389.33,225,kW
1438,389.33,225,kW
1439,389.33,225,kW
1440,389.33,225,kW
1441,389.33,225,kW
1442,389.33,225,kW
1443,389.33,225,kW
1444,389.33,225,kW
1445,389.33,225,kW
1446,389.33,225,kW
1447,389.33,225,kW
1448,394.89,225,kW
1449,394.89,225,kW
1450,394.89,225,kW
1451,394.89,225,kW
1452,394.89,225,kW
1453,395.22,225,kW
1454,394.89,225,kW
1455,394.89,225,kW
1456,394.89,225,kW
1457,394.89,225,kW
1458,389.33,225,kW
1459,389.33,225,kW
1460,389.33,225,kW
1461,389.33,225,kW
1462,389.33,225,kW
1463,389.33,225,kW
1464,389.33,225,kW
1465,389.33,225,kW
1466,389.33,225,kW
1467,389.33,225,kW
1468,389.33,225,kW
1469,389.33,225,kW
1470,389.33,225,kW
1471,389.33,225,kW
1472,394.89,225,kW
1473,394.1,225,kW
1474,392.53,225,kW
1475,390.96,225,kW
1476,389.38,225,kW
1477,387.81,225,kW
1478,386.24,225,kW
1479,385,225,kW
1480,383.09,225,kW
1481,381.52,225,kW
1482,374.38,225,kW
1483,372.81,225,kW
1484,371.23,225,kW
1485,369.66,225,kW
1486,368.09,225,kW
1487,366.51,225,kW
1488,364.94,225,kW
1489,363.37,225,kW
1490,361.8,225,kW
1491,360.22,225,kW
1492,358.65,225,kW
1493,357.08,225,kW
1494,355.5,225,kW
1495,353.93,225,kW
1496,357.92,225,kW
1497,356.34,225,kW
1498,354.77,225,kW
1499,353.2,225,kW
1500,351.62,225,kW
1501,350.05,225,kW
1502,348.48,225,kW
1503,346.91,225,kW
1504,345.33,225,kW
1505,343.76,225,kW
1506,336.96,225,kW
1507,335.05,225,kW
1508,333.48,225,kW
1509,331.9,225,kW
1510,330.33,225,kW
1511,328.76,225,kW
1512,327.18,225,kW
1513,325.61,225,kW
1514,324.04,225,kW
1515,322.46,225,kW
1516,320.89,225,kW
1517,319.32,225,kW
1518,317.75,225,kW
1519,316.17,225,kW
1520,320.16,225,kW
1521,318.59,225,kW
1522,317.01,225,kW
1523,315.44,225,kW
1524,313.87,225,kW
1525,312.29,225,kW
1526,310.72,225,kW
1527,309.15,225,kW
1528,307.57,225,kW
1529,306,225,kW
1530,298.87,225,kW
1531,297.29,225,kW
1532,295.72,225,kW
1533,294.48,225,kW
1534,292.57,225,kW
1535,291,225,kW
1536,289.43,225,kW
1537,287.85,225,kW
1538,286.28,225,kW
1539,284.71,225,kW
1540,283.13,225,kW
1541,281.56,225,kW
1542,279.99,225,kW
1543,292.97,225,kW
1544,326.06,225,kW
1545,353.59,225,kW
1546,381.12,225,kW
1547,378.94,225,kW
1548,347.06,225,kW
1549,315.17,225,kW
1550,283.28,225,kW
1551,251.39,225,kW
1552,219.5,225,kW
1553,94.55,225,kW
1554,198,225,kW
1555,221.08,225,kW
1556,267.24,225,kW
1557,290.33,225,kW
1558,290.33,225,kW
1559,290.33,225,kW
1560,290.33,225,kW
1561,339.83,225,kW
1562,389.33,225,kW
1563,389.33,225,kW
1564,389.33,225,kW
1565,389.33,225,kW
1566,389.33,225,kW
1567,389.33,225,kW
1568,394.89,225,kW
1569,394.89,225,kW
1570,394.89,225,kW
1571,394.89,225,kW
1572,394.89,225,kW
1573,394.89,225,kW
1574,395.22,224,kW
1575,394.89,224,kW
1576,394.89,224,kW
1577,394.89,224,kW
1578,389.33,224,kW
1579,389.33,224,kW
1580,389.33,224,kW
1581,389.33,224,kW
1582,389.33,224,kW
1583,389.33,224,kW
1584,389.33,224,kW
1585,389.33,224,kW
1586,389.33,224,kW
1587,389.33,224,kW
1588,389.33,224,kW
1589,389.33,224,kW
1590,389.33,224,kW
1591,389.33,224,kW
1592,394.89,224,kW
1593,394.89,224,kW
1594,394.89,224,kW
1595,394.89,224,kW
1596,394.89,224,kW
1597,394.89,224,kW
1598,394.89,224,kW
1599,394.89,224,kW
1600,395.22,224,kW
1601,394.89,224,kW
1602,389.33,224,kW
1603,389.33,224,kW
1604,389.33,224,kW
1605,389.33,224,kW
1606,389.33,224,kW
1607,389.33,224,kW
1608,389.33,224,kW
1609,389.33,224,kW
1610,389.33,224,kW
1611,389.33,224,kW
1612,389.33,224,kW
1613,389.33,224,kW
1614,389.33,224,kW
1615,389.33,224,kW
1616,394.89,224,kW
1617,394.89,224,kW
1618,394.89,224,kW
1619,394.89,224,kW
1620,394.89,224,kW
1621,394.89,224,kW
1622,394.89,224,kW
1623,394.89,224,kW
1624,394.89,224,kW
1625,394.89,224,kW
1626,389.33,224,kW
1627,389.66,224,kW
1628,389.33,224,kW
1629,389.33,224,kW
1630,389.33,224,kW
1631,389.33,224,kW
1632,389.33,224,kW
1633,389.33,224,kW
1634,389.33,224,kW
1635,389.33,224,kW
1636,389.33,224,kW
1637,389.33,224,kW
1638,389.33,224,kW
1639,389.33,224,kW
1640,394.89,224,kW
1641,394.89,224,kW
1642,394.89,224,kW
1643,394.89,224,kW
1644,394.89,224,kW
1645,394.89,224,kW
1646,394.89,224,kW
1647,394.89,224,kW
1648,394.89,224,kW
1649,394.89,224,kW
1650,389.33,224,kW
1651,389.33,224,kW
1652,389.33,224,kW
1653,389.33,224,kW
1654,389.66,224,kW
1655,389.33,224,kW
1656,389.33,224,kW
1657,389.33,224,kW
1658,389.33,224,kW
1659,389.33,224,kW
1660,389.33,224,kW
1661,389.33,224,kW
1662,389.33,224,kW
1663,389.33,224,kW
1664,394.89,224,kW
1665,394.89,224,kW
1666,394.89,224,kW
1667,394.89,224,kW
1668,394.89,224,kW
1669,394.89,224,kW
1670,394.89,224,kW
1671,394.89,224,kW
1672,394.89,224,kW
1673,394.89,224,kW
1674,388.54,224,kW
1675,386.97,224,kW
1676,385.39,224,kW
1677,383.82,224,kW
1678,382.25,224,kW
1679,380.67,224,kW
1680,379.43,224,kW
1681,377.53,224,kW
1682,375.95,224,kW
1683,374.38,224,kW
1684,372.81,224,kW
1685,371.23,224,kW
1686,369.66,224,kW
1687,368.09,224,kW
1688,372.08,223,kW
1689,370.5,223,kW
1690,368.93,223,kW
1691,367.36,223,kW
1692,365.78,223,kW
1693,364.21,223,kW
1694,362.64,223,kW
1695,361.06,223,kW
1696,359.49,223,kW
1697,357.92,223,kW
1698,350.78,223,kW
1699,349.21,223,kW
1700,347.64,223,kW
1701,346.06,223,kW
1702,344.49,223,kW
1703,342.92,223,kW
1704,341.34,223,kW
1705,339.77,223,kW
1706,338.2,223,kW
1707,336.96,223,kW
1708,335.05,223,kW
1709,333.48,223,kW
1710,331.9,223,kW
1711,330.33,223,kW
1712,334.32,223,kW
1713,332.75,223,kW
1714,331.17,223,kW
1715,329.6,223,kW
1716,328.03,223,kW
1717,326.45,223,kW
1718,324.88,223,kW
1719,323.31,223,kW
1720,321.73,223,kW
1721,320.16,223,kW
1722,313.03,223,kW
1723,311.45,223,kW
1724,309.88,223,kW
1725,308.31,223,kW
1726,306.73,223,kW
1727,305.16,223,kW
1728,303.59,223,kW
1729,302.01,223,kW
1730,300.44,223,kW
1731,298.87,223,kW
1732,297.29,223,kW
1733,295.72,223,kW
1734,294.48,223,kW
1735,292.57,223,kW
1736,296.56,223,kW
1737,294.99,223,kW
1738,293.42,223,kW
1739,291.84,223,kW
1740,290.27,223,kW
1741,288.7,223,kW
1742,287.12,223,kW
1743,285.55,223,kW
1744,298.53,223,kW
1745,326.06,223,kW
1746,348.03,223,kW
1747,375.56,223,kW
1748,373.38,223,kW
1749,341.49,223,kW
1750,309.61,223,kW
1751,277.72,223,kW
1752,245.83,223,kW
1753,213.94,223,kW
1754,88.99,223,kW
1755,198,223,kW
1756,221.08,223,kW
1757,267.24,223,kW
1758,290.33,223,kW
1759,290.33,223,kW
1760,295.89,223,kW
1761,295.89,223,kW
1762,345.39,223,kW
1763,394.89,223,kW
1764,394.89,223,kW
1765,394.89,223,kW
1766,394.89,223,kW
1767,394.89,223,kW
1768,394.89,223,kW
1769,394.89,223,kW
1770,389.33,223,kW
1771,389.33,223,kW
1772,389.33,223,kW
1773,389.33,223,kW
1774,389.33,223,kW
1775,389.66,223,kW
1776,389.33,223,kW
1777,389.33,223,kW
1778,389.33,223,kW
1779,389.33,223,kW
1780,389.33,223,kW
1781,389.33,223,kW
1782,389.33,223,kW
1783,389.33,223,kW
1784,394.89,223,kW
1785,394.89,223,kW
1786,394.89,223,kW
1787,394.89,223,kW
1788,394.89,223,kW
1789,394.89,223,kW
1790,394.89,223,kW
1791,394.89,223,kW
1792,394.89,223,kW
1793,394.89,223,kW
1794,389.33,223,kW
1795,389.33,222,kW
1796,389.33,222,kW
1797,389.33,222,kW
1798,389.33,222,kW
1799,389.33,222,kW
1800,389.33,222,kW
1801,389.66,222,kW
1802,389.33,222,kW
1803,389.33,222,kW
1804,389.33,222,kW
1805,389.33,222,kW
1806,389.33,222,kW
1807,389.33,222,kW
1808,394.89,222,kW
1809,394.89,222,kW
1810,394.89,222,kW
1811,394.89,222,kW
1812,394.89,222,kW
1813,394.89,222,kW
1814,394.89,222,kW
1815,394.89,222,kW
1816,394.89,222,kW
1817,394.89,222,kW
1818,389.33,222,kW
1819,389.33,222,kW
1820,389.33,222,kW
1821,389.33,222,kW
1822,389.33,222,kW
1823,389.33,222,kW
1824,389.33,222,kW
1825,389.33,222,kW
1826,389.33,222,kW
1827,389.33,222,kW
1828,389.66,222,kW
1829,389.33,222,kW
1830,389.33,222,kW
1831,389.33,222,kW
1832,394.89,222,kW
1833,394.89,222,kW
1834,394.89,222,kW
1835,394.89,222,kW
1836,394.89,222,kW
1837,394.89,222,kW
1838,394.89,222,kW
1839,394.89,222,kW
1840,394.89,222,kW
1841,394.89,222,kW
1842,389.33,222,kW
1843,389.33,222,kW
1844,389.33,222,kW
1845,389.33,222,kW
1846,389.33,222,kW
1847,389.33,222,kW
1848,389.33,222,kW
1849,389.33,222,kW
1850,389.33,222,kW
1851,389.33,222,kW
1852,389.33,222,kW
1853,389.33,222,kW
1854,389.33,222,kW
1855,389.66,222,kW
1856,394.89,222,kW
1857,394.89,222,kW
1858,394.89,222,kW
1859,394.89,222,kW
1860,394.89,222,kW
1861,394.89,222,kW
1862,394.89,222,kW
1863,394.89,222,kW
1864,394.89,222,kW
1865,394.89,222,kW
1866,389.33,222,kW
1867,389.33,222,kW
1868,389.33,222,kW
1869,389.33,222,kW
1870,389.33,222,kW
1871,389.33,222,kW
1872,389.33,222,kW
1873,389.33,222,kW
1874,389.33,222,kW
1875,388.54,222,kW
1876,386.97,222,kW
1877,385.39,222,kW
1878,383.82,222,kW
1879,382.25,222,kW
1880,386.24,222,kW
1881,385,222,kW
1882,383.09,222,kW
1883,381.52,222,kW
1884,379.94,222,kW
1885,378.37,222,kW
1886,376.8,222,kW
1887,375.22,222,kW
1888,373.65,222,kW
1889,372.08,222,kW
1890,364.94,222,kW
1891,363.37,222,kW
1892,361.8,222,kW
1893,360.22,222,kW
1894,358.65,222,kW
1895,357.08,222,kW
1896,355.5,222,kW
1897,353.93,222,kW
1898,352.36,222,kW
1899,350.78,222,kW
1900,349.21,222,kW
1901,347.64,222,kW
1902,346.06,222,kW
1903,344.49,222,kW
1904,348.48,222,kW
1905,346.91,222,kW
1906,345.33,222,kW
1907,343.76,222,kW
1908,342.52,222,kW
1909,340.61,222,kW
1910,339.04,222,kW
1911,337.47,222,kW
1912,335.89,222,kW
1913,334.32,222,kW
1914,327.18,222,kW
1915,325.61,222,kW
1916,324.04,222,kW
1917,322.46,222,kW
1918,320.89,222,kW
1919,319.32,222,kW
1920,317.75,222,kW
1921,316.17,222,kW
1922,314.6,222,kW
1923,313.03,222,kW
1924,311.45,222,kW
1925,309.88,222,kW
1926,308.31,222,kW
1927,306.73,222,kW
1928,310.72,222,kW
1929,309.15,222,kW
1930,307.57,222,kW
1931,306,222,kW
1932,304.43,222,kW
1933,302.86,222,kW
1934,301.28,222,kW
1935,300.04,222,kW
1936,298.14,222,kW
1937,296.56,222,kW
1938,289.43,222,kW
1939,287.85,222,kW
1940,286.28,222,kW
1941,284.71,222,kW
1942,283.13,222,kW
1943,281.56,222,kW
1944,279.99,222,kW
1945,292.97,222,kW
1946,320.5,222,kW
1947,348.03,222,kW
1948,375.56,222,kW
1949,373.38,222,kW
1950,341.49,222,kW
1951,309.61,222,kW
1952,283.28,222,kW
1953,251.39,222,kW
1954,219.5,222,kW
1955,94.55,222,kW
1956,203.56,222,kW
1957,226.64,222,kW
1958,272.81,222,kW
1959,295.89,222,kW
1960,295.89,222,kW
1961,295.89,222,kW
1962,290.33,222,kW
1963,339.83,222,kW
1964,389.33,222,kW
1965,389.33,222,kW
1966,389.33,222,kW
1967,389.33,222,kW
1968,389.33,222,kW
1969,389.33,222,kW
1970,389.33,222,kW
1971,389.33,222,kW
1972,389.33,222,kW
1973,389.33,222,kW
1974,389.33,222,kW
1975,389.33,222,kW
1976,395.22,222,kW
1977,394.89,222,kW
1978,394.89,222,kW
1979,394.89,222,kW
1980,394.89,222,kW
1981,394.89,222,kW
1982,394.89,222,kW
1983,394.89,222,kW
1984,394.89,222,kW
1985,394.89,222,kW
1986,389.33,222,kW
1987,389.33,222,kW
1988,389.33,222,kW
1989,389.33,222,kW
1990,389.33,222,kW
1991,389.33,222,kW
1992,389.33,222,kW
1993,389.33,222,kW
1994,389.33,222,kW
1995,389.33,222,kW
1996,389.33,222,kW
1997,389.33,222,kW
1998,389.33,222,kW
1999,389.33,222,kW
2000,394.89,222,kW
2001,394.89,222,kW
2002,395.22,222,kW
2003,394.89,222,kW
2004,394.89,222,kW
2005,394.89,222,kW
2006,394.89,222,kW
2007,394.89,222,kW
2008,394.89,222,kW
2009,394.89,222,kW
2010,389.33,222,kW
2011,389.33,222,kW
2012,389.33,222,kW
2013,389.33,222,kW
2014,389.33,222,kW
2015,389.33,222,kW
2016,389.33,222,kW
2017,389.33,222,kW
2018,389.33,222,kW
2019,389.33,222,kW
2020,389.33,222,kW
2021,389.33,222,kW
2022,389.33,222,kW
2023,389.33,222,kW
2024,394.89,222,kW
2025,394.89,222,kW
2026,394.89,222,kW
2027,394.89,222,kW
2028,394.89,222,kW
2029,395.22,222,kW
2030,394.89,222,kW
2031,394.89,222,kW
2032,394.89,222,kW
2033,394.89,222,kW
2034,389.33,222,kW
2035,389.33,222,kW
2036,389.33,222,kW
2037,389.33,222,kW
2038,389.33,222,kW
2039,389.33,222,kW
2040,389.33,222,kW
2041,389.33,222,kW
2042,389.33,222,kW
2043,389.33,222,kW
2044,389.33,222,kW
2045,389.33,222,kW
2046,389.33,222,kW
2047,389.33,222,kW
2048,394.89,222,kW
2049,394.89,222,kW
2050,394.89,222,kW
2051,394.89,222,kW
2052,394.89,222,kW
2053,394.89,222,kW
2054,394.89,222,kW
2055,394.89,222,kW
2056,395.22,222,kW
2057,394.89,222,kW
2058,389.33,222,kW
2059,389.33,222,kW
2060,389.33,222,kW
2061,389.33,222,kW
2062,389.33,222,kW
2063,389.33,222,kW
2064,389.33,222,kW
2065,389.33,222,kW
2066,389.33,222,kW
2067,389.33,222,kW
2068,389.33,222,kW
2069,389.33,222,kW
2070,389.33,222,kW
2071,389.33,222,kW
2072,394.89,222,kW
2073,394.89,222,kW
2074,394.89,222,kW
2075,394.89,222,kW
2076,394.1,222,kW
2077,392.53,222,kW
2078,390.96,222,kW
2079,389.38,222,kW
2080,387.81,222,kW
2081,386.24,222,kW
2082,379.43,222,kW
2083,377.53,222,kW
2084,375.95,222,kW
2085,374.38,222,kW
2086,372.81,222,kW
2087,371.23,222,kW
2088,369.66,222,kW
2089,368.09,222,kW
2090,366.51,222,kW
2091,364.94,222,kW
2092,363.37,222,kW
2093,361.8,222,kW
2094,360.22,222,kW
2095,358.65,222,kW
2096,362.64,222,kW
2097,361.06,222,kW
2098,359.49,222,kW
2099,357.92,222,kW
2100,356.34,222,kW
2101,354.77,222,kW
2102,353.2,222,kW
2103,351.62,222,kW
2104,350.05,222,kW
2105,348.48,222,kW
2106,341.34,222,kW
2107,339.77,222,kW
2108,338.2,222,kW
2109,336.96,222,kW
2110,335.05,222,kW
2111,333.48,222,kW
2112,331.9,222,kW
2113,330.33,222,kW
2114,328.76,222,kW
2115,327.18,222,kW
2116,325.61,222,kW
2117,324.04,222,kW
2118,322.46,222,kW
2119,320.89,222,kW
2120,324.88,222,kW
2121,323.31,222,kW
2122,321.73,222,kW
2123,320.16,222,kW
2124,318.59,222,kW
2125,317.01,222,kW
2126,315.44,222,kW
2127,313.87,222,kW
2128,312.29,222,kW
2129,310.72,222,kW
2130,303.59,222,kW
2131,302.01,222,kW
2132,300.44,222,kW
2133,298.87,222,kW
2134,297.29,222,kW
2135,295.72,222,kW
2136,294.48,222,kW
2137,292.57,222,kW
2138,291,222,kW
2139,289.43,222,kW
2140,287.85,222,kW
2141,286.28,222,kW
2142,284.71,222,kW
2143,283.13,222,kW
2144,287.12,222,kW
2145,285.55,222,kW
2146,298.53,222,kW
2147,326.06,222,kW
2148,353.59,222,kW
2149,381.12,222,kW
2150,378.94,222,kW
2151,347.06,222,kW
2152,315.17,222,kW
2153,283.28,222,kW
2154,245.83,222,kW
2155,213.94,222,kW
2156,88.99,222,kW
2157,88.99,222,kW
2158,88.99,222,kW
2159,88.99,222,kW
2160,88.99,222,kW
2161,88.99,222,kW
2162,88.99,222,kW
2163,88.99,222,kW
2164,88.99,222,kW
2165,88.99,222,kW
2166,88.99,222,kW
2167,88.99,222,kW
2168,94.55,222,kW
2169,94.55,222,kW
2170,94.55,221,kW
2171,94.55,221,kW
2172,94.55,221,kW
2173,94.55,221,kW
2174,94.55,221,kW
2175,94.55,221,kW
2176,94.55,221,kW
2177,94.55,221,kW
2178,88.99,221,kW
2179,88.99,221,kW
2180,88.99,221,kW
2181,88.99,221,kW
2182,88.99,221,kW
2183,88.99,221,kW
2184,88.99,221,kW
2185,88.99,221,kW
2186,88.99,221,kW
2187,88.99,221,kW
2188,88.99,221,kW
2189,88.99,221,kW
2190,88.99,221,kW
2191,88.99,221,kW
2192,94.55,221,kW
2193,94.55,221,kW
2194,94.55,221,kW
2195,94.55,221,kW
2196,94.55,221,kW
2197,94.55,221,kW
2198,94.55,221,kW
2199,94.55,221,kW
2200,94.55,221,kW
2201,94.55,221,kW
2202,88.99,221,kW
2203,88.99,221,kW
2204,88.99,221,kW
2205,88.99,221,kW
2206,88.99,221,kW
2207,88.99,221,kW
2208,88.99,221,kW
2209,88.99,221,kW
2210,88.99,221,kW
2211,88.99,221,kW
2212,88.99,221,kW
2213,88.99,221,kW
2214,88.99,221,kW
2215,88.99,221,kW
2216,94.55,221,kW
2217,94.55,221,kW
2218,94.55,221,kW
2219,94.55,221,kW
2220,94.55,221,kW
2221,94.55,221,kW
2222,94.55,221,kW
2223,94.55,221,kW
2224,94.55,221,kW
2225,94.55,221,kW
2226,88.99,221,kW
2227,88.99,221,kW
2228,88.99,221,kW
2229,88.99,221,kW
2230,88.99,221,kW
2231,88.99,221,kW
2232,88.99,221,kW
2233,88.99,221,kW
2234,88.99,221,kW
2235,88.99,221,kW
2236,88.99,221,kW
2237,88.99,221,kW
2238,88.99,221,kW
2239,88.99,221,kW
2240,94.55,221,kW
2241,94.55,221,kW
2242,94.55,221,kW
2243,94.55,221,kW
2244,94.55,221,kW
2245,94.55,221,kW
2246,94.55,221,kW
2247,94.55,221,kW
2248,94.55,221,kW
2249,94.55,221,kW
2250,88.99,221,kW
2251,88.99,221,kW
2252,88.99,221,kW
2253,88.99,221,kW
2254,88.99,221,kW
2255,88.99,221,kW
2256,88.99,221,kW
2257,88.99,221,kW
2258,88.99,221,kW
2259,88.99,221,kW
2260,88.99,221,kW
2261,88.99,221,kW
2262,88.99,221,kW
2263,88.99,221,kW
2264,88.99,221,kW
2265,88.99,221,kW
2266,88.99,221,kW
2267,88.99,221,kW
2268,88.99,221,kW
2269,88.99,221,kW
2270,88.99,221,kW
2271,88.99,221,kW
2272,88.99,221,kW
2273,88.99,221,kW
2274,88.99,221,kW
2275,88.99,221,kW
2276,88.99,221,kW
2277,88.99,221,kW
2278,88.99,221,kW
2279,88.99,221,kW
2280,88.99,221,kW
2281,88.99,221,kW
2282,88.99,221,kW
2283,88.99,221,kW
2284,88.99,221,kW
2285,88.99,221,kW
2286,88.99,221,kW
2287,88.99,221,kW
2288,88.99,221,kW
2289,88.99,221,kW
2290,88.99,221,kW
2291,88.99,221,kW
2292,88.99,221,kW
2293,88.99,221,kW
2294,88.99,221,kW
2295,88.99,221,kW
2296,88.99,221,kW
2297,88.99,221,kW
2298,88.99,221,kW
2299,88.99,221,kW
2300,88.99,221,kW
2301,88.99,221,kW
2302,88.99,221,kW
2303,88.99,221,kW
2304,88.99,221,kW
2305,88.99,221,kW
2306,88.99,221,kW
2307,88.99,221,kW
2308,88.99,221,kW
2309,88.99,221,kW
2310,88.99,221,kW
2311,88.99,221,kW
2312,88.99,221,kW
2313,88.99,221,kW
2314,88.99,221,kW
2315,88.99,221,kW
2316,88.99,221,kW
2317,88.99,221,kW
2318,88.99,221,kW
2319,88.99,221,kW
2320,88.99,221,kW
2321,88.99,221,kW
2322,88.99,221,kW
2323,88.99,221,kW
2324,88.99,221,kW
2325,88.99,221,kW
2326,88.99,221,kW
2327,88.99,221,kW
2328,198,221,kW
2329,221.08,221,kW
2330,267.24,221,kW
2331,290.33,221,kW
2332,290.33,221,kW
2333,290.33,221,kW
2334,290.33,221,kW
2335,339.83,221,kW
2336,394.89,221,kW
2337,394.89,221,kW
2338,394.89,221,kW
2339,394.89,221,kW
2340,394.89,221,kW
2341,394.89,221,kW
2342,394.89,221,kW
2343,394.89,221,kW
2344,394.89,221,kW
2345,394.89,221,kW
2346,389.33,221,kW
2347,389.33,221,kW
2348,389.66,221,kW
2349,389.33,221,kW
2350,389.33,221,kW
2351,389.33,221,kW
2352,389.33,221,kW
2353,389.33,221,kW
2354,389.33,221,kW
2355,389.33,221,kW
2356,389.33,221,kW
2357,389.33,221,kW
2358,389.33,221,kW
2359,389.33,221,kW
2360,394.89,221,kW
2361,394.89,221,kW
2362,394.89,221,kW
2363,394.89,221,kW
2364,394.89,221,kW
2365,394.89,221,kW
2366,394.89,221,kW
2367,394.89,221,kW
2368,394.89,221,kW
2369,394.89,221,kW
2370,389.33,221,kW
2371,389.33,221,kW
2372,389.33,221,kW
2373,389.33,221,kW
2374,389.66,221,kW
2375,389.33,221,kW
2376,389.33,221,kW
2377,389.33,221,kW
2378,389.33,221,kW
2379,389.33,221,kW
2380,389.33,221,kW
2381,389.33,221,kW
2382,389.33,221,kW
2383,389.33,221,kW
2384,394.89,221,kW
2385,394.89,221,kW
2386,394.89,221,kW
2387,394.89,221,kW
2388,394.89,221,kW
2389,394.89,221,kW
2390,394.89,221,kW
2391,394.89,221,kW
2392,394.89,221,kW
2393,394.89,221,kW
2394,389.33,221,kW
2395,389.33,221,kW
2396,389.33,221,kW
2397,389.33,221,kW
2398,389.33,221,kW
2399,389.33,221,kW
2400,389.33,221,kW
2401,389.66,221,kW
2402,389.33,221,kW
2403,389.33,221,kW
2404,389.33,221,kW
2405,389.33,221,kW
2406,389.33,221,kW
2407,389.33,221,kW
2408,394.89,221,kW
2409,394.89,221,kW
2410,394.89,221,kW
2411,394.89,221,kW
2412,394.89,221,kW
